name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
Cupcake Noggins,False,False,4.1,724,Koramangala 4th Block,"Dessert Parlor, Bakery",300
The French Loaf,False,False,3.8,34,Koramangala 5th Block,Bakery,400
Rudra Tiffin Service,False,False,3.3,4,Domlur,"Takeaway, Delivery",250
RP Sweets,False,False,3.4,9,BTM,Sweet Shop,300
Jiyo Natural,False,False,3.6,14,South Bangalore,Delivery,300
Kyakhanahai,False,False,3.4,8,Koramangala 5th Block,Delivery,400
KrumbKraft,False,False,3.5,6,Domlur,Bakery,300
Now Momos,False,False,3.4,11,Koramangala 7th Block,Quick Bites,200
Midnight Express,False,False,2.8,26,Koramangala 5th Block,"Takeaway, Delivery",650
NV Patisserie,False,False,3.6,10,Koramangala 1st Block,"Takeaway, Delivery",350
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,False,False,3.7,13,Koramangala 4th Block,Dessert Parlor,400
Fudgy Love Designer Cakes,False,False,3.7,20,Domlur,"Bakery, Dessert Parlor",600
Cafe Velvette,False,False,3.5,11,Domlur,"Cafe, Dessert Parlor",400
Adithya Family Restaurant,False,False,3.7,27,BTM,Quick Bites,250
Cakes and Moulds,False,False,3.6,19,Koramangala 1st Block,Bakery,300
Pockets and Bowls,False,False,3.3,5,Koramangala 3rd Block,Delivery,500
Creme & Cheese,False,False,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",850
Kulfi & More,True,False,3.7,47,BTM,Dessert Parlor,200
The Midnight Kitchen,True,False,3.8,72,Koramangala 8th Block,Delivery,250
Donne Biryani Mane,True,False,3.2,7,Wilson Garden,Quick Bites,300
Aaranya Restaurant,True,False,3.4,212,HSR,Casual Dining,800
Allana Kabab,False,False,3.3,4,Richmond Road,Quick Bites,200
Delices,True,False,3.1,6,Ulsoor,Bakery,400
Cinnamon's Kitchen,True,False,3.7,25,Old Airport Road,Quick Bites,300
HungerLoft,True,False,2.5,109,BTM,Casual Dining,800
Mayo N Burger,True,False,3.2,4,Indiranagar,Quick Bites,250
Soup Station,True,False,3.9,112,Domlur,Delivery,150
Miss Momo,True,False,3.2,11,BTM,Quick Bites,250
Al Habibi Restaurant,True,False,3.5,17,BTM,Quick Bites,300
BTM Bawarchi Biryani,True,False,3.6,132,BTM,"Takeaway, Delivery",600
Desi Vdesi,True,False,3.8,50,BTM,Quick Bites,250
Chef Master,True,False,3.8,76,Jayanagar,Quick Bites,300
Naati Biriyani,False,False,3.1,4,BTM,Quick Bites,300
Desi Vibes,True,False,3.7,46,BTM,Casual Dining,600
The Retro,True,False,3.2,47,Koramangala 7th Block,Quick Bites,300
Queen Pearls,True,False,3.6,25,Ejipura,"Takeaway, Delivery",500
Maxpresso,False,False,4.1,324,Koramangala 7th Block,Cafe,700
Adithya,True,False,3.2,9,Jayanagar,Quick Bites,400
Kataria's Home Food,True,False,3.1,40,BTM,Quick Bites,250
Polamma's Mess,True,False,4.2,185,BTM,Mess,300
Gilly's Restobar,False,True,4.5,3914,Koramangala 5th Block,"Pub, Casual Dining",1000
Desserts Tree,True,False,3.8,87,Koramangala 1st Block,Sweet Shop,100
House Of Commons,False,True,4.7,4447,Koramangala 5th Block,Bar,1000
Happy Brew,False,True,4.0,2160,Koramangala 5th Block,Lounge,1000
1522 - The Pub,False,True,4.2,1743,Koramangala 4th Block,Pub,1400
Loveshack,False,True,4.0,1778,Domlur,"Lounge, Cafe",1600
Akshaya Grand,True,False,3.4,29,BTM,Casual Dining,750
A Today Thick Shakes,False,False,3.2,9,Koramangala 5th Block,Beverage Shop,200
Juice Fresco,False,False,3.4,7,Koramangala 4th Block,Beverage Shop,150
Sagar Fast Food,True,False,3.7,67,BTM,Quick Bites,300
Upahara Sagar,False,False,2.9,25,Jayanagar,Quick Bites,300
Tella Tales,True,False,4.2,414,Koramangala 5th Block,Cafe,700
Om Sweets & Snacks,False,False,3.9,34,Koramangala 5th Block,Sweet Shop,150
Natuna Seafood House,True,False,4.1,76,Koramangala 5th Block,Quick Bites,450
Truffles,False,False,4.7,14717,Koramangala 5th Block,"Cafe, Casual Dining",900
Over The Top Terrace Lounge,False,True,3.9,1389,Koramangala 5th Block,Lounge,1400
Invitation Bar & Restaurant,False,False,3.0,15,BTM,Bar,1000
Tawa,True,False,3.4,25,Koramangala 1st Block,Quick Bites,200
Kakatiya's,True,False,3.1,6,HSR,Quick Bites,250
Dyu Art Cafe,False,False,4.5,3847,Koramangala 5th Block,Cafe,800
M World Cafe,True,False,3.5,14,Koramangala 1st Block,Cafe,500
Kerala Mess,True,False,3.4,19,Koramangala 1st Block,Quick Bites,200
Hot & Cold Hut,True,False,3.0,46,Koramangala 4th Block,Quick Bites,200
Aroma Fine Dine,True,True,4.0,126,HSR,Casual Dining,900
Dice N Dine,True,True,4.3,1808,Koramangala 5th Block,"Casual Dining, Cafe",900
Combo Box,True,False,3.0,20,Koramangala 7th Block,"Takeaway, Delivery",500
Om Made Cafe,False,False,4.1,2734,Koramangala 5th Block,Cafe,1300
Third Wave Coffee Roasters,False,False,4.4,1225,Koramangala 4th Block,Cafe,800
Agarwal Food Service,True,False,3.5,16,HSR,Delivery,400
Big Wong XL,False,True,4.5,686,Koramangala 5th Block,Casual Dining,1400
Nagarjuna,False,False,4.3,2306,Koramangala 5th Block,Casual Dining,800
Kritunga Restaurant,False,False,3.8,1161,Koramangala 5th Block,Casual Dining,650
Hunan,False,True,4.3,2248,Koramangala 5th Block,Casual Dining,1100
California Burrito,False,False,4.1,1227,Koramangala 5th Block,Quick Bites,400
Anjappar,False,False,3.9,1160,Koramangala 4th Block,Casual Dining,650
Royal Treat,False,False,4.1,440,Koramangala 5th Block,Casual Dining,500
Enerjuvate Studio & Cafe,True,True,4.4,467,Koramangala 4th Block,Cafe,800
Market Table,False,True,4.5,550,Koramangala 5th Block,Cafe,900
Pot-O-Noodles,False,True,4.3,166,Koramangala 4th Block,Casual Dining,800
Stoked!,False,False,4.3,295,Koramangala 4th Block,Cafe,850
Nandhana Palace,False,True,4.1,819,Koramangala 4th Block,"Casual Dining, Bar",800
Khawa Karpo,False,False,4.3,995,Koramangala 5th Block,Quick Bites,350
The Himalayan,False,True,4.4,328,Koramangala 5th Block,Casual Dining,1200
Art of Delight,False,False,4.3,450,Koramangala 5th Block,Dessert Parlor,400
Indian Coffee House & Restaurant,False,False,4.2,676,Koramangala 5th Block,Casual Dining,650
Wild Thyme Restaurant,False,False,4.4,44,Koramangala 5th Block,Casual Dining,800
Jose's Mess,False,False,4.3,317,BTM,Mess,300
Johnny Fox,False,False,3.9,70,Hosur Road,Bar,1500
Thottathil Restaurant,False,False,3.8,70,BTM,Quick Bites,300
Amaravati,False,False,3.6,39,BTM,Quick Bites,400
Baba Da Dhaba,False,True,4.1,453,Koramangala 7th Block,Casual Dining,650
Natural Ice Cream,False,False,4.5,941,Koramangala 1st Block,Dessert Parlor,200
Navya Andhra Style Restaurant,False,False,3.5,12,Hosur Road,Delivery,200
The ThickShake Factory,False,False,4.3,236,Koramangala 7th Block,Beverage Shop,350
Malabar Cafe,True,False,3.3,4,Bannerghatta Road,Quick Bites,400
Desi Flavours,True,False,3.9,121,Koramangala 1st Block,Quick Bites,400
Al Hayath,False,False,3.5,16,BTM,Quick Bites,200
Shree Thali,False,False,4.1,183,Koramangala 5th Block,Mess,150
Gundappa Donne Biryani,False,False,3.1,117,Koramangala 7th Block,Quick Bites,200
Nanna Munna Paratha House,False,False,3.6,20,BTM,Quick Bites,300
Mars Chicken Delight,False,False,3.7,107,Koramangala 1st Block,Casual Dining,500
Rolls On Wheels,False,False,3.4,16,BTM,Quick Bites,200
Ambur Biryani,False,False,3.5,17,Koramangala 3rd Block,Quick Bites,250
Juicemaker,False,False,3.9,164,Koramangala 8th Block,Beverage Shop,400
Tandoori Club,True,False,3.5,6,Domlur,Delivery,400
BOX8- Desi Meals,True,False,3.8,4,Indiranagar,"Takeaway, Delivery",500
Chocolat Boulangerie Patisserie,False,False,4.1,445,Koramangala 4th Block,Dessert Parlor,400
Chopserve,False,False,3.7,19,Koramangala 1st Block,"Takeaway, Delivery",300
Bisimillah Biriyani,False,False,3.5,11,BTM,Quick Bites,300
Lakeview Milkbar,False,False,3.8,291,Koramangala 8th Block,"Dessert Parlor, Cafe",500
Avon Bar & Kitchen,False,False,3.8,106,BTM,Casual Dining,700
The Chocolate Room,False,False,3.8,63,Koramangala 7th Block,"Cafe, Bakery",600
North Indian And Bengali Mess,False,False,3.7,34,Koramangala 5th Block,Mess,300
Mast Kalandar,False,False,2.5,547,Koramangala 4th Block,Casual Dining,450
Eat N Drink,False,False,3.8,87,BTM,Quick Bites,250
The Donut Baker,False,False,3.8,62,Koramangala 7th Block,"Bakery, Dessert Parlor",150
Mini Adiga's,False,False,2.8,27,BTM,Quick Bites,250
V.S. Garden Restaurant,False,False,3.5,17,Ejipura,Casual Dining,800
Food Theory,False,False,2.6,56,HSR,Delivery,500
Jeevika Donne Biryani,False,False,3.4,8,Koramangala 8th Block,Quick Bites,300
Bisimillah Biriyani's & Kebab's,False,False,3.3,6,BTM,Quick Bites,300
Meal In A Box,False,False,3.6,15,Koramangala 7th Block,Delivery,300
Daily Bread,False,False,2.8,53,Koramangala 4th Block,"Bakery, Quick Bites",600
Food And You,False,False,3.8,89,Koramangala 5th Block,Quick Bites,300
Apsara Ice Cream,False,False,4.2,171,Koramangala 5th Block,Dessert Parlor,200
Singh Punjabi Dhaba,False,False,3.8,67,BTM,Quick Bites,400
Pai's Kitchen,True,False,3.4,13,Koramangala 2nd Block,Quick Bites,200
Smack Cafe,True,False,3.3,4,Koramangala 1st Block,Cafe,400
Kshera Sagar,False,False,3.3,4,Koramangala 8th Block,Quick Bites,350
Midnight Special,True,False,3.7,26,HSR,Delivery,500
Star Bowl,True,False,3.7,27,HSR,Delivery,700
Victoria Terminus,False,False,3.4,6,Ejipura,Quick Bites,250
Chettinad Food House,False,False,3.1,7,BTM,Quick Bites,300
Delhi Home Food,False,False,3.3,6,Koramangala 1st Block,Quick Bites,200
Big Bowl Theory,False,False,3.1,27,Koramangala,Delivery,400
Kaaka T Cafe,False,False,3.5,6,BTM,Quick Bites,400
Melt,False,False,4.0,115,BTM,Casual Dining,1000
Avanti Indian Barbeque & Grill,False,False,3.4,46,Domlur,Casual Dining,1100
Food Junction,False,False,3.6,44,BTM,Quick Bites,400
Game Of Pizzas,False,False,3.7,16,Koramangala 4th Block,Delivery,500
Neer Dosa Fish Land,False,False,3.6,39,BTM,Casual Dining,600
Hunger Meals,False,False,3.8,31,Koramangala 4th Block,Delivery,400
Dash In,False,False,3.1,53,BTM,Casual Dining,600
Bruncherz,False,False,3.5,15,BTM,Quick Bites,200
Ronnie's Kitchen,False,False,3.1,12,Koramangala 5th Block,Quick Bites,200
De Street Cafe,False,False,3.6,61,BTM,Cafe,500
Cafe Hush,False,False,3.6,22,BTM,Cafe,500
The Tower Of Pizza,False,False,2.9,16,Koramangala 5th Block,Quick Bites,500
What the Food,False,False,3.6,38,BTM,Quick Bites,250
Martino's,False,False,3.6,30,Koramangala 1st Block,Quick Bites,350
Hotel Thazooq,False,False,3.3,6,Koramangala 1st Block,Quick Bites,350
Banashankari Donne Biriyani,False,False,3.3,4,Koramangala 7th Block,Quick Bites,300
S.W.A.T Food Truck,False,False,3.7,21,Koramangala 5th Block,Quick Bites,250
Tandoor-De-Naal,False,False,3.8,35,BTM,"Takeaway, Delivery",200
Tummy Delight,False,False,3.5,16,BTM,Quick Bites,400
Hungry Bowl,False,False,3.6,51,Koramangala 5th Block,"Takeaway, Delivery",500
The Night King,False,False,3.3,4,Koramangala 7th Block,"Takeaway, Delivery",400
Niice Cream,False,False,3.8,38,Koramangala 5th Block,Dessert Parlor,400
Maven Foods,False,False,3.6,12,Koramangala 4th Block,Quick Bites,650
New Farm Fresh,False,False,3.6,34,BTM,Quick Bites,650
Urban Spice,True,False,3.6,23,Ejipura,Casual Dining,800
Chai Mane,False,False,3.0,8,Koramangala 5th Block,Quick Bites,150
Ambur Hot Dum Biryani,False,False,3.3,8,Ejipura,Quick Bites,100
Hotel Oottupura,False,False,3.6,21,Ejipura,Quick Bites,200
Amrutha Mess,False,False,3.4,6,BTM,Quick Bites,300
La Mirch,False,False,3.1,6,Koramangala 1st Block,Delivery,400
Eat Repeat Express,False,False,3.5,10,Koramangala 5th Block,Delivery,600
Two States,False,False,3.4,5,BTM,Quick Bites,250
Big Box Theory,False,False,3.6,11,Ejipura,Delivery,550
Dine in Restaurant,False,False,3.4,7,BTM,Quick Bites,500
Big Foody's,False,False,3.2,4,Koramangala 8th Block,Delivery,500
Zaiqa,False,False,3.4,8,Richmond Road,Quick Bites,350
Ambur Biriyani Point,False,False,3.6,26,BTM,Quick Bites,150
Amravathi Restaurants & Caterers,False,False,3.1,6,BTM,Quick Bites,400
Jadoo Ka Dabba,False,False,3.6,20,Koramangala 3rd Block,Delivery,200
Pooja's Kitchen,False,False,3.7,17,Koramangala 8th Block,Delivery,300
Parivaar,False,False,3.3,7,BTM,Delivery,600
Y Not Shawarma,False,False,3.5,10,BTM,Quick Bites,300
Kanha's Kafe,False,False,3.5,12,Koramangala 5th Block,Quick Bites,200
New Ambur Dum Biryani,False,False,3.2,7,Koramangala 1st Block,Quick Bites,200
Brew Cafe,False,False,3.2,4,BTM,Quick Bites,300
Hungry Nights,False,False,3.0,54,BTM,"Takeaway, Delivery",300
Kitchen's Sea Food Restaurant,False,False,3.4,9,Koramangala 8th Block,"Takeaway, Delivery",800
FrostBite,False,False,3.5,15,Koramangala 5th Block,"Dessert Parlor, Quick Bites",400
Navaneetha,False,False,3.3,4,Koramangala 8th Block,Quick Bites,350
Shater Grill House,False,False,3.5,8,BTM,Casual Dining,700
Lets cafe,False,False,3.5,6,Koramangala 5th Block,Quick Bites,250
Aaharam,False,False,4.0,65,Koramangala 1st Block,Quick Bites,350
Malabar Mint,False,False,3.4,39,Koramangala 5th Block,Casual Dining,700
Blu Dale Fast Food,False,False,3.3,7,Ejipura,Quick Bites,250
NY8LIFE,False,False,3.2,4,BTM,Delivery,300
Holiday Fast Food,False,False,3.4,21,Ejipura,Quick Bites,350
Svadu Sweets,False,False,3.3,6,BTM,"Quick Bites, Sweet Shop",200
Navab's,False,False,3.6,9,Koramangala 4th Block,Delivery,600
Midnight Pizza Slurpp,False,False,3.7,99,Koramangala 4th Block,Delivery,700
Mongolian Kitchen,False,False,3.8,30,BTM,Quick Bites,300
The 90s Hash House,False,False,3.8,63,BTM,Cafe,500
Night Panda,False,False,3.8,196,Koramangala 1st Block,Delivery,500
Nutrition on Wheels,False,False,2.9,23,BTM,"Takeaway, Delivery",300
Hotel Feast Ambur Biriyani,True,False,3.4,257,Koramangala 1st Block,Quick Bites,250
Ambur Hot Dum Biryani,False,False,3.5,21,BTM,Quick Bites,200
BMR Hyderabad Biryani,True,False,3.6,24,BTM,"Takeaway, Delivery",400
Sreeraj Lassi Bar,True,False,4.0,87,BTM,Beverage Shop,200
Kebarbiq,False,False,4.0,138,Koramangala 7th Block,Casual Dining,800
Red Bawarchi,True,False,3.0,21,BTM,Delivery,600
Sk Grand Hotel,False,False,3.2,6,Jayanagar,Quick Bites,400
Pakiza Dilli Darbar Restaurant,True,False,3.2,13,BTM,Quick Bites,300
Haji Ali Juice Centre,True,False,4.0,152,Koramangala 5th Block,"Beverage Shop, Quick Bites",350
Juice Lounge,True,False,3.1,28,BTM,Beverage Shop,250
Peppers,True,False,2.8,94,Ejipura,Quick Bites,300
Deccan Spices,True,False,3.7,24,Richmond Road,Quick Bites,500
Rimo,True,False,3.9,44,Koramangala 5th Block,Quick Bites,500
Halo Chef,True,False,3.9,144,Koramangala 4th Block,Delivery,500
Hungry Birds,True,False,3.2,6,Koramangala 7th Block,Delivery,300
Bowlful,True,False,3.6,12,Domlur,"Takeaway, Delivery",500
The Biriyani Factory,True,False,3.1,30,BTM,Quick Bites,500
TangyLicious,True,False,2.6,16,BTM,"Takeaway, Delivery",400
The Duke of Juices,True,False,2.8,5,HSR,Quick Bites,200
Bullet Biryani,True,False,3.2,9,BTM,"Takeaway, Delivery",300
Bhandary's Kitchen,True,False,3.6,16,Koramangala 7th Block,Delivery,300
Bajji House,True,False,3.5,7,HSR,Quick Bites,100
Biryani Spot,True,False,3.5,9,BTM,Quick Bites,300
Aata's Kitchen,True,False,3.3,8,Koramangala 1st Block,Quick Bites,250
Cilantro,True,True,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",1500
Just Sandwiches,True,False,3.6,10,BTM,Quick Bites,100
Chinese Fire Dragon,True,False,3.4,25,Domlur,Casual Dining,550
Pabrai's Fresh & Naturelle Icecreams,True,False,3.9,128,Koramangala 5th Block,Dessert Parlor,200
Delicious Demons,True,False,3.3,26,Koramangala 1st Block,Delivery,400
Tandoor Nation,True,False,3.0,39,BTM,Quick Bites,400
#L-81 Cafe,True,False,3.9,48,HSR,Quick Bites,400
House Of Wholewheat,True,False,3.1,6,Koramangala 1st Block,Bakery,200
Dabba Karkhana,True,False,3.5,17,BTM,"Takeaway, Delivery",300
Eat Sleep Eat Repeat,True,False,3.5,16,Koramangala 5th Block,Quick Bites,200
IceBreakers,True,False,3.6,7,HSR,Dessert Parlor,500
Vinny's,True,False,4.1,366,Domlur,Casual Dining,600
The Bier Library,True,True,4.3,567,Koramangala 6th Block,"Microbrewery, Casual Dining",2000
Zee5 Loft,True,False,4.4,363,Koramangala 6th Block,Cafe,500
Eat Street,False,False,4.2,1534,Koramangala 6th Block,Quick Bites,600
Carrots,True,True,4.1,603,Koramangala 6th Block,Casual Dining,1100
Polar Bear,True,False,4.2,195,Koramangala 6th Block,Dessert Parlor,400
IceBreakers,False,False,4.5,494,Koramangala 6th Block,Dessert Parlor,500
Aubree Le Chocolatier,True,False,3.6,19,Koramangala 6th Block,Dessert Parlor,300
Sweet Truth,True,False,4.1,23,Koramangala 6th Block,Delivery,500
Iyengar's Bakery,False,False,3.5,11,Koramangala 6th Block,Bakery,200
Bansuri Sweets,False,False,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites",250
Stoned Monkey,True,False,4.1,511,Koramangala 6th Block,Dessert Parlor,500
Uday Sweets,True,False,3.5,34,Koramangala 6th Block,Sweet Shop,250
Krispy Kreme,True,False,3.4,10,Koramangala 6th Block,Dessert Parlor,300
The Choux Box,False,False,3.5,11,Koramangala 6th Block,"Takeaway, Delivery",300
Straight From The Heart,False,False,3.4,5,Koramangala 6th Block,Bakery,300
Delightz,False,False,4.0,40,Koramangala 6th Block,Dessert Parlor,300
Fetchpod Cafe,False,False,2.9,12,Koramangala 6th Block,Cafe,500
The Sweet Spot,False,False,4.0,157,Koramangala 6th Block,Dessert Parlor,300
Baskin Robbins,False,False,3.0,66,Koramangala 6th Block,Dessert Parlor,250
Kurtoskalacs,False,False,4.6,272,Koramangala 5th Block,"Dessert Parlor, Quick Bites",400
Bonsouth,True,True,4.2,2620,Koramangala 5th Block,Casual Dining,1300
Onesta,True,True,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",600
Third Wave Coffee Roasters,False,False,4.4,1225,Koramangala 4th Block,Cafe,800
Sixth Avenue Cafe And Patisserie,False,False,4.4,174,Koramangala 5th Block,"Cafe, Dessert Parlor",600
Bistro Claytopia,True,True,4.1,1855,Koramangala 1st Block,Cafe,600
XO Belgian Waffle,True,False,4.6,834,Koramangala 5th Block,Dessert Parlor,400
Stoner,True,False,4.5,2621,Koramangala 5th Block,"Dessert Parlor, Cafe",500
Roundup Cafe,True,True,4.2,505,Koramangala 5th Block,Cafe,800
Lot Like Crepes,True,False,4.6,1026,Koramangala 7th Block,"Cafe, Dessert Parlor",550
Snow'ora,True,True,4.3,343,Koramangala 4th Block,Quick Bites,450
Krem,True,False,4.1,61,Koramangala 5th Block,Dessert Parlor,450
Occasions,True,False,4.3,190,Koramangala 4th Block,Bakery,400
Anand Sweets And Savouries,True,False,4.2,1077,Koramangala 5th Block,Sweet Shop,400
99 Pancakes,True,False,4.5,345,Koramangala 5th Block,"Dessert Parlor, Cafe",300
eat.fit,True,False,4.6,155,Koramangala 5th Block,Delivery,500
CakeZone,False,False,3.9,124,Koramangala 4th Block,Bakery,500
Art of Delight,False,False,4.3,450,Koramangala 5th Block,Dessert Parlor,400
Vegan Heat,True,False,4.1,314,Koramangala 1st Block,"Takeaway, Delivery",650
Corner House Ice Cream,True,False,4.6,278,Koramangala 5th Block,Dessert Parlor,400
Fresh Pressery Cafe,True,False,4.1,141,Koramangala 5th Block,Cafe,1200
Berry'd Alive,True,False,4.3,1902,Koramangala 5th Block,Dessert Parlor,400
Tangerine - Davanam Sarovar Portico Suites,True,True,4.0,151,Koramangala 2nd Block,Casual Dining,1100
Smally's Resto Cafe,True,True,4.2,1705,Koramangala 5th Block,Cafe,650
Cupcake Noggins,False,False,4.1,724,Koramangala 4th Block,"Dessert Parlor, Bakery",300
Cream Chemistry,True,False,3.9,231,Koramangala 5th Block,Dessert Parlor,500
Smoor,True,False,4.2,603,Koramangala 7th Block,Dessert Parlor,900
The Belgian Waffle Co.,True,False,4.2,180,Koramangala 5th Block,Dessert Parlor,350
BelgYum,True,False,4.0,69,Koramangala 7th Block,Dessert Parlor,400
Belgian Waffle Factory,True,False,4.8,189,Koramangala 5th Block,Dessert Parlor,400
Bite Me Cupcakes,True,False,4.1,192,Koramangala 4th Block,Dessert Parlor,300
Natural Ice Cream,False,False,4.5,941,Koramangala 1st Block,Dessert Parlor,200
Frozen Bottle,True,False,4.1,240,Koramangala 5th Block,Beverage Shop,400
The Marash,True,False,4.3,68,Koramangala 5th Block,Dessert Parlor,250
Om Sweets & Snacks,False,False,3.9,34,Koramangala 5th Block,Sweet Shop,150
Banchharam,False,False,3.9,140,Koramangala 7th Block,"Quick Bites, Sweet Shop",200
Mad Over Donuts,True,False,4.2,703,Koramangala 7th Block,Dessert Parlor,450
CakeWalk,False,False,4.0,366,Koramangala 4th Block,"Dessert Parlor, Bakery",300
Assi Tussi Lassi,True,False,3.6,26,Ejipura,Beverage Shop,200
Cream Stone,True,False,4.2,340,Koramangala 5th Block,Dessert Parlor,500
The Waffles Hut,True,False,3.8,23,Koramangala 5th Block,Dessert Parlor,400
Black Deer,True,False,4.4,149,Koramangala 5th Block,"Takeaway, Delivery",350
Lassi Shop,True,False,4.1,211,Koramangala 5th Block,Beverage Shop,200
Sweet Chariot,True,False,4.0,187,Koramangala 7th Block,"Bakery, Dessert Parlor",500
Bakingo,True,False,4.0,76,Koramangala 1st Block,Bakery,500
Pabrai's Fresh & Naturelle Icecreams,True,False,3.9,128,Koramangala 5th Block,Dessert Parlor,200
The Kream Story,True,False,4.1,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites",500
Kanti Sweets,True,False,3.9,68,Koramangala 3rd Block,Sweet Shop,400
Just Bake,True,False,3.8,123,Koramangala 5th Block,Bakery,400
WAFL Co,True,False,4.2,53,Koramangala 5th Block,Dessert Parlor,400
